"id","description","path","triggers","src","primary_hub","assigned_hubs","match_score","is_primary"
"geo-fundamentals","Generative Engine Optimization for AI search engines (ChatGPT, Claude, Perplexity).","skill-manage/src/antigravity-awesome-skills/skills/geo-fundamentals/SKILL.md","geo;fundamentals","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"grammar-check","Identify grammar, logical, and flow errors in text and suggest targeted fixes without rewriting the entire text. Use when proofreading content, checking writing quality, or reviewing a draft.","skill-manage/src/pm-skills/pm-toolkit/skills/grammar-check/SKILL.md","grammar;check","external:pm-skills","marketing/content","marketing/content","5","true"
"latex-paper-conversion","This skill should be used when the user asks to convert an academic paper in LaTeX from one format (e.g., Springer, IPOL) to another format (e.g., MDPI, IEEE, Nature). It automates extraction, injection, fixing formatting, and compiling.","skill-manage/src/antigravity-awesome-skills/skills/latex-paper-conversion/SKILL.md","latex;paper;conversion","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"localization","When the user wants to localize their App Store listing for international markets. Also use when the user mentions ""localization"", ""translate my app"", ""international markets"", ""expand to new countries"", ""localize metadata"", or ""which countries should I target"". For keyword research in specific markets, see keyword-research. For metadata writing, see metadata-optimization.","skill-manage/src/aso-skills/skills/localization/SKILL.md","localization","external:aso-skills","marketing/content","marketing/content","5","true"
"ml-paper-writing","Write publication-ready ML/AI/Systems papers for NeurIPS, ICML, ICLR, ACL, AAAI, COLM, OSDI, NSDI, ASPLOS, SOSP. Use when drafting papers from research repos, structuring arguments, verifying citations, or preparing camera-ready submissions. Includes LaTeX templates, reviewer guidelines, and citation verification workflows.","skill-manage/src/Orchestra-Research-AI-research-SKILLs/20-ml-paper-writing/ml-paper-writing/SKILL.md","ml;paper;writing","external:Orchestra-Research-AI-research-SKILLs","marketing/content","marketing/content","5","true"
"onboarding-cro","You are an expert in user onboarding and activation. Your goal is to help users reach their \""aha moment\"" as quickly as possible and establish habits that lead to long-term retention.","skill-manage/src/antigravity-awesome-skills/skills/onboarding-cro/SKILL.md","onboarding;cro","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"page-cro","Analyze and optimize individual pages for conversion performance.","skill-manage/src/antigravity-awesome-skills/skills/page-cro/SKILL.md","page;cro","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"podcast-generation","Generate real audio narratives from text content using Azure OpenAI's Realtime API.","skill-manage/src/antigravity-awesome-skills/skills/podcast-generation/SKILL.md","podcast;generation","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"popup-cro","Create and optimize popups, modals, overlays, slide-ins, and banners to increase conversions without harming user experience or brand trust.","skill-manage/src/antigravity-awesome-skills/skills/popup-cro/SKILL.md","popup;cro","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"programmatic-seo","Design and evaluate programmatic SEO strategies for creating SEO-driven pages at scale using templates and structured data.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-marketing-growth/skills/programmatic-seo/SKILL.md","programmatic;seo","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"schema-markup","Design, validate, and optimize schema.org structured data for eligibility, correctness, and measurable SEO impact.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-seo-specialist/skills/schema-markup/SKILL.md","schema;markup","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"scientific-writing","This is the core skill for the deep research and writing tool—combining AI-driven deep research with well-formatted written outputs. Every document produced is backed by comprehensive literature search and verified citations through the research-lookup skill.","skill-manage/src/antigravity-awesome-skills/skills/scientific-writing/SKILL.md","scientific;writing","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"seo","Run a broad SEO audit across technical SEO, on-page SEO, schema, sitemaps, content quality, AI search readiness, and GEO. Use as the umbrella skill when the user asks for a full SEO analysis or strategy.","skill-manage/src/antigravity-awesome-skills/skills/seo/SKILL.md","seo","external:antigravity-awesome-skills","marketing/content","marketing/content","11","true"
"seo-aeo-best-practices","SEO and AEO best practices for metadata, Open Graph, sitemaps, robots.txt, hreflang, JSON-LD structured data, EEAT, and content optimized for search engines and AI answer surfaces. Use this skill when implementing page SEO, technical SEO, schema markup, international SEO, AI-overview readiness, or improving content for Google, ChatGPT, Perplexity, and similar assistants.","skill-manage/src/agent-toolkit/skills/seo-aeo-best-practices/SKILL.md","seo;aeo;best;practices","external:agent-toolkit","marketing/content","marketing/content","11","true"
"seo-audit","Diagnose and audit SEO issues affecting crawlability, indexation, rankings, and organic performance.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-marketing-growth/skills/seo-audit/SKILL.md","seo;audit","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-authority-builder","Analyzes content for E-E-A-T signals and suggests improvements to","skill-manage/src/antigravity-awesome-skills/skills/seo-authority-builder/SKILL.md","seo;authority;builder","external:antigravity-awesome-skills","marketing/content","marketing/content","11","true"
"seo-cannibalization-detector","Analyzes multiple provided pages to identify keyword overlap and potential cannibalization issues. Suggests differentiation strategies. Use PROACTIVELY when reviewing similar content.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-seo-specialist/skills/seo-cannibalization-detector/SKILL.md","seo;cannibalization;detector","external:antigravity-awesome-skills","marketing/content","marketing/content","15","true"
"seo-competitor-pages",">","skill-manage/src/antigravity-awesome-skills/skills/seo-competitor-pages/SKILL.md","seo;competitor;pages","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-content",">","skill-manage/src/antigravity-awesome-skills/skills/seo-content/SKILL.md","seo;content","external:antigravity-awesome-skills","marketing/content","marketing/content","16","true"
"seo-content-auditor","Analyzes provided content for quality, E-E-A-T signals, and SEO best practices. Scores content and provides improvement recommendations based on established guidelines.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-seo-specialist/skills/seo-content-auditor/SKILL.md","seo;content;auditor","external:antigravity-awesome-skills","marketing/content","marketing/content","16","true"
"seo-content-planner","Creates comprehensive content outlines and topic clusters for SEO.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-seo-specialist/skills/seo-content-planner/SKILL.md","seo;content;planner","external:antigravity-awesome-skills","marketing/content","marketing/content","16","true"
"seo-content-refresher","Identifies outdated elements in provided content and suggests updates to maintain freshness. Finds statistics, dates, and examples that need updating. Use PROACTIVELY for older content.","skill-manage/src/antigravity-awesome-skills/skills/seo-content-refresher/SKILL.md","seo;content;refresher","external:antigravity-awesome-skills","marketing/content","marketing/content","16","true"
"seo-content-writer","Writes SEO-optimized content based on provided keywords and topic briefs. Creates engaging, comprehensive content following best practices. Use PROACTIVELY for content creation tasks.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-seo-specialist/skills/seo-content-writer/SKILL.md","seo;content;writer","external:antigravity-awesome-skills","marketing/content","marketing/content","18","true"
"seo-dataforseo","Use DataForSEO for live SERPs, keyword metrics, backlinks, competitor analysis, on-page checks, and AI visibility data. Trigger when the user needs real SEO data rather than static guidance.","skill-manage/src/antigravity-awesome-skills/skills/seo-dataforseo/SKILL.md","seo;dataforseo","external:antigravity-awesome-skills","marketing/content","marketing/content","11","true"
"seo-forensic-incident-response","Investigate sudden drops in organic traffic or rankings and run a structured forensic SEO incident response with triage, root-cause analysis and recovery plan.","skill-manage/src/antigravity-awesome-skills/skills/seo-forensic-incident-response/SKILL.md","seo;forensic;incident;response","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-fundamentals","Core principles of SEO including E-E-A-T, Core Web Vitals, technical foundations, content quality, and how modern search engines evaluate pages.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-seo-specialist/skills/seo-fundamentals/SKILL.md","seo;fundamentals","external:antigravity-awesome-skills","marketing/content","marketing/content","11","true"
"seo-geo","Optimize content for AI Overviews, ChatGPT, Perplexity, and other AI search systems. Use when improving GEO, AI citations, llms.txt readiness, crawler accessibility, and passage-level citability.","skill-manage/src/antigravity-awesome-skills/skills/seo-geo/SKILL.md","seo;geo","external:antigravity-awesome-skills","marketing/content","marketing/content","13","true"
"seo-hreflang",">","skill-manage/src/antigravity-awesome-skills/skills/seo-hreflang/SKILL.md","seo;hreflang","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-image-gen","Generate SEO-focused images such as OG cards, hero images, schema assets, product visuals, and infographics. Use when image generation is part of an SEO workflow or content publishing task.","skill-manage/src/antigravity-awesome-skills/skills/seo-image-gen/SKILL.md","seo;image;gen","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"seo-images",">","skill-manage/src/antigravity-awesome-skills/skills/seo-images/SKILL.md","seo;images","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-keyword-strategist","Analyzes keyword usage in provided content, calculates density, suggests semantic variations and LSI keywords based on the topic. Prevents over-optimization. Use PROACTIVELY for content optimization.","skill-manage/src/antigravity-awesome-skills/skills/seo-keyword-strategist/SKILL.md","seo;keyword;strategist","external:antigravity-awesome-skills","marketing/content","marketing/content","15","true"
"seo-local",">","skill-manage/src/claude-seo/skills/seo-local/SKILL.md","seo;local","external:claude-seo","marketing/content","marketing/content","7","true"
"seo-meta-optimizer","Creates optimized meta titles, descriptions, and URL suggestions based on character limits and best practices. Generates compelling, keyword-rich metadata. Use PROACTIVELY for new content.","skill-manage/src/antigravity-awesome-skills/skills/seo-meta-optimizer/SKILL.md","seo;meta;optimizer","external:antigravity-awesome-skills","marketing/content","marketing/content","15","true"
"seo-page",">","skill-manage/src/antigravity-awesome-skills/skills/seo-page/SKILL.md","seo;page","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-plan",">","skill-manage/src/antigravity-awesome-skills/skills/seo-plan/SKILL.md","seo;plan","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-programmatic","Plan and audit programmatic SEO pages generated at scale from structured data. Use when designing templates, URL systems, internal linking, quality gates, and index-bloat safeguards for pages at scale.","skill-manage/src/antigravity-awesome-skills/skills/seo-programmatic/SKILL.md","seo;programmatic","external:antigravity-awesome-skills","marketing/content","marketing/content","100","true"
"seo-schema",">","skill-manage/src/antigravity-awesome-skills/skills/seo-schema/SKILL.md","seo;schema","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-sitemap",">","skill-manage/src/antigravity-awesome-skills/skills/seo-sitemap/SKILL.md","seo;sitemap","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"seo-snippet-hunter","Formats content to be eligible for featured snippets and SERP features. Creates snippet-optimized content blocks based on best practices. Use PROACTIVELY for question-based content.","skill-manage/src/antigravity-awesome-skills/skills/seo-snippet-hunter/SKILL.md","seo;snippet;hunter","external:antigravity-awesome-skills","marketing/content","marketing/content","11","true"
"seo-structure-architect","Analyzes and optimizes content structure including header hierarchy, suggests schema markup, and internal linking opportunities. Creates search-friendly content organization.","skill-manage/src/antigravity-awesome-skills/plugins/antigravity-bundle-seo-specialist/skills/seo-structure-architect/SKILL.md","seo;structure;architect","external:antigravity-awesome-skills","marketing/content","marketing/content","11","true"
"seo-technical","Audit technical SEO across crawlability, indexability, security, URLs, mobile, Core Web Vitals, structured data, JavaScript rendering, and related platform signals like robots.txt and AI crawler access.","skill-manage/src/antigravity-awesome-skills/skills/seo-technical/SKILL.md","seo;technical","external:antigravity-awesome-skills","marketing/content","marketing/content","7","true"
"site-architecture","Technical SEO - robots.txt, sitemap, meta tags, Core Web Vitals","skill-manage/src/alinaqi-claude-bootstrap/skills/site-architecture/SKILL.md","site;architecture","external:alinaqi-claude-bootstrap","marketing/content","marketing/content","100","true"
"testimonial-collector","Systematically gather, score, and format client testimonials. Use when someone needs social proof, wants to collect feedback, needs to turn happy clients into public advocates, or asks for help requesting or drafting a testimonial.","skill-manage/src/ai-marketing-skills/testimonial-collector/SKILL.md","testimonial;collector","external:ai-marketing-skills","marketing/content","marketing/content","100","true"
"web-content","SEO and AI discovery (GEO) - schema, ChatGPT/Perplexity optimization","skill-manage/src/alinaqi-claude-bootstrap/skills/web-content/SKILL.md","web;content","external:alinaqi-claude-bootstrap","marketing/content","marketing/content","16","true"
